"","P01-A06-HLM094","P01-A07-HLM102","P01-A09-HLM053","P01-A11-HLM137","P01-A12-HLM131","P01-B10-HLM020","P01-C01-HLM080","P01-C09-HLM035","P01-D01-HLM079","P01-D04-HLM073","P01-D06-HLM093","P01-D07-HLM105","P01-D08-HLM086","P01-E02-HLM042","P01-E06-HLM100","P01-E07-HLM103","P01-E10-HLM023","P01-E12-HLM138","P01-F01-HLM066","P01-F06-HLM081","P01-F12-HLM140","P01-G03-HLM067","P01-G05-HLM083","P01-G06-HLM075","P01-H01-HLM063","P01-H04-HLM110","P01-H08-HLM052","P01-H11-HLM124","P01-H12-HLM148","P02-A01-HLM146","P02-A05-HLM167","P02-A09-HLM134","P02-A10-HLM405","P02-A11-HLM413","P02-A12-HLM421","P02-B01-HLM145","P02-B04-HLM001","P02-B08-HLM003","P02-B10-HLM406","P02-B11-HLM414","P02-B12-HLM422","P02-C10-HLM407","P02-C11-HLM415","P02-C12-HLM423","P02-D09-HLM400","P02-D10-HLM408","P02-D11-HLM416","P02-D12-HLM424","P02-E09-HLM401","P02-E10-HLM409","P02-E11-HLM417","P02-E12-HLM425","P02-F09-HLM402","P02-F10-HLM410","P02-F11-HLM418","P02-F12-HLM426","P02-G03-HLM036","P02-G09-HLM403","P02-G10-HLM411","P02-G11-HLM419","P02-G12-HLM427","P02-H02-HLM176","P02-H04-HLM162","P02-H06-HLM152","P02-H09-HLM404","P02-H10-HLM412","P02-H11-HLM420","P02-H12-HLM428","P03-A01-HLM429","P03-B01-HLM430","P03-C01-HLM431","P03-D01-NEC","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU265",0.000380257053768347,1.52427406447679e-05,0,2.21926320461607e-05,0,0.000568306365843164,0,0,0.000111683488992196,3.06536899379263e-05,5.31914893617021e-05,0,0.00116079818694378,0,0,0,4.69797869466662e-05,3.10612061066331e-05,0,0,8.26019617965927e-05,0,0,3.10795481033706e-05,2.13019768234492e-05,5.99898017337053e-05,0.00024548311076198,0.000165761883054992,1.91868608376983e-05,5.52929142130436e-05,0,0,0,0,0,0.000747244535774332,0,3.01589376011581e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157078342823483,3.52970244608379e-05,0,0,0,0,0,0.000129991117273653,0.000583026637029479,0.00025894437011782,0,0,0,0,0,2.67143963882136e-05,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium sp. Marseille-P2749"
"OTU12",0.0192156564504272,0.0272082920509108,0.00117574753493841,0.0302263648468708,0.000362020733914761,0.0138666753265732,0.0639321454313827,0.000469430674477993,0.00861358908852313,0.0101003908345467,0.15072695035461,0.0460603507927435,0.105632635011884,0.039139194374222,0.0532948576323917,0.00269544818874904,0.0170301727681665,0.0304399819845005,0.00173976742056588,0.0030707526477408,0.00359318533815178,0.0217431635189789,0.0263048881524441,0.0113751146058336,0.00262014314928425,0.0246858034134197,0.0343921838177533,0.0118934151091956,0.00046048466010476,0.0219789333996848,0.00377316114542392,0.0383975273418925,0.00010057529066259,0,0,0.00485708948253316,0.00928775351303252,0.0106360519940084,0,0,1.86167737131155e-05,0,0.0134798691136719,0,0,6.6412086999834e-05,0,0,0,0,0,0,0,0,0.00750049086982132,0.00284141046909746,0.00143330645883723,0,0,2.89142691918462e-05,0.000789598357635416,0.0121758346512988,0.0184382173960573,0.0225713175952699,0,6.88373373717905e-05,0,0,0.000134989200863931,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium periodonticum"
"OTU61",0.00121682257205871,0.00126514747351574,0.000187050744194747,0.00324012427873946,6.58219516208656e-05,0.00104730744562526,0.0214392275843572,5.63316809373592e-05,0.00249891806620039,0.000383171124224078,0.00416666666666667,0.00084238394656879,0.00176883533248577,0.00375992916447444,0.00435106071195076,0.000146614336626517,0.00311241088521664,0.00360309990836944,0.000457833531727864,0.000752021056589585,0.000268456375838926,0.00300545434306705,0.00100973487986744,0.00142965921275505,0.000213019768234492,0.00203965325894598,0.00159564021995287,0.00217562471509676,9.59343041884917e-05,0.00276464571065218,0.000157215047725997,0.00297194484070376,0,0,0,0.000560433401830749,0.00051907604464054,0.000311642355211967,0,0,0,0,0.00128040973111396,0,0,0,0,0,0,0,0,0,0,0,0.00098173964264677,0.00051180685468215,0.000268744961031981,0,0,0,8.77331508483796e-05,0.00201486231774162,0.00271471777866851,0.0015320875231971,0,0,0,0,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","?"
"OTU110",0.000202803762009785,0,0.000374101488389493,0.00255215268530848,0,8.11866236918805e-06,0,3.75544539582394e-05,2.7920872248049e-05,0.00223771936546862,3.54609929078014e-05,0,2.76380520700901e-05,0.000564631000808449,0,0,0.000281878721679997,1.55306030533166e-05,0.0199615419833349,0,2.06504904491482e-05,0.000704983117509554,0,0.000139857966465168,0.00080947511929107,0.0005699031164702,0.00024548311076198,0.000124321412291244,9.59343041884917e-06,0,0.000539023020774846,0,0,1.5938795027096e-05,0,0.000560433401830749,0.00137184383226428,0.00933921767715863,0,0,0,0.0003813882532418,0.000320102432778489,0,0,6.6412086999834e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182195824071712,4.31573950196366e-05,0,0,0,0,0,5.34287927764272e-05,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","?","?"
"OTU494",0,0,0,0,0,0,0,0,0,0,0,0,0,1.28325227456466e-05,0,0,1.17449467366665e-05,0,0,0,2.06504904491482e-05,0,0,0,2.13019768234492e-05,0,0,4.14404707637479e-05,0,0,0,0,0,0,0,0,0,3.01589376011581e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","?","?","?"
"OTU285",0,1.52427406447679e-05,0.000133607674424819,2.21926320461607e-05,0,0,0,0,6.98021806201226e-05,3.06536899379263e-05,1.77304964539007e-05,3.00851409488853e-05,5.52761041401802e-05,0.000243817932167285,0.000112721780102351,0,8.22146271566658e-05,0.000155306030533166,0.000732533650764582,0.000250673685529861,2.06504904491482e-05,7.4208749211532e-05,0,0,0,0,2.4548311076198e-05,0.000124321412291244,0,2.76464571065218e-05,2.24592925322852e-05,0.000713266761768902,0,3.18775900541919e-05,0,0,0,9.04768128034743e-05,0.000609260763606824,6.58241179568194e-05,0,0.0011441647597254,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52970244608379e-05,4.47908268386634e-05,0,0,0,0,0,1.82195824071712e-05,0,0,0,0,0.00135183208822483,0,2.67143963882136e-05,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","?"
"OTU583",0,0,0,0,0,0,0,0,0,0,1.77304964539007e-05,0,0,2.56650454912931e-05,2.25443560204703e-05,0,0,3.10612061066331e-05,0,0,0,0,0,0,0,0,0,2.07202353818739e-05,0,0,0,0.000198129656046917,0,0,0,0,0,0,0,0,0,0,7.11338739507754e-05,0,0,0,0,0,0,0,0,0,0,0,0,3.52970244608379e-05,0,0,0,0,0,0,3.64391648143425e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","?"
"OTU84",0.000912616929044034,0.000228641109671519,0.000427544558159421,0.000687971593430981,4.93664637156492e-05,0.000633255664796668,0,7.51089079164789e-05,0.00160545015426282,0.00190052877615143,0.00416666666666667,0.000932639369415446,0.00262561494665856,0.00174522309340793,0.00687602858624343,0.000124058284837822,0.000516777656413328,0.00310612061066331,9.15667063455728e-05,0.00100269474211945,4.13009808982963e-05,0.00155838373344217,0.00119096934548467,0.00265730136283818,0.000106509884117246,0.00125978583640781,0.000368224666142969,0.000621607061456218,8.63408737696426e-05,0.000331757485278262,0.000898371701291409,0.0255190996988429,0,0.000796939751354798,0,0,0.00083422935745801,0.00154815879685945,8.12347684809098e-05,0.000131648235913639,0,0.00586384439359268,0.0025963863992033,1.87853399207259e-05,0,6.6412086999834e-05,0,0,0,0,0,0,0,1.30948327789854e-05,0.00314156685646966,0.00114715329497723,0.000201558720773985,0,1.67347912125611e-05,0,0.000508852274920602,0.00270814827653444,0.000710563713879678,0.00120840706054983,0,0,5.63316809373592e-05,0,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","?"
"OTU313",2.53504702512232e-05,1.52427406447679e-05,0,0,0,2.43559871075642e-05,0,1.87772269791197e-05,0.000781784422945373,1.53268449689631e-05,7.09219858156028e-05,0,2.76380520700901e-05,2.56650454912931e-05,0.000202899204184232,0,0,0.000264020251906382,0,0,2.06504904491482e-05,0.000148417498423064,0,4.66193221550559e-05,0,0,0,4.14404707637479e-05,9.59343041884917e-06,2.76464571065218e-05,2.24592925322852e-05,0.000158503724837534,0,0,0,0,0,0,0,0,0,0,3.55669369753877e-05,0,0,0,0,0,0,0,0,0,0,0,0.000549774199882191,1.7648512230419e-05,0,0,0,0,3.50932603393518e-05,4.3330372424551e-05,0,0.000107893487549092,0,0,0,0,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","?"
"OTU369",0,0,0,0,0,8.11866236918805e-05,0,0,0,0,0,0,5.52761041401802e-05,0,0,1.12780258943475e-05,0,0.000295081458013015,0,0,0,0,0.000155343827671914,0,0,0,0,0,0,0,0,0,0,0.000255020720433535,0,0,0,0,0,0,0,0.00119183829138063,0,0,0,0,0,0,0,0,0,0,0,0,0.000549774199882191,8.82425611520949e-05,0,0,0,0,0,8.6660744849102e-05,0.00014575665925737,0,0,0,0,0,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","?"
"OTU424",2.53504702512232e-05,0,0,0,0,1.62373247383761e-05,0,0,6.98021806201226e-05,0,0,0,0,0,9.01774240818811e-05,0,1.17449467366665e-05,1.55306030533166e-05,0.000183133412691146,0.000125336842764931,0,0,0,0,0,0,0,4.14404707637479e-05,1.91868608376983e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117808757117612,3.52970244608379e-05,0,0,0,0,0,0,1.82195824071712e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","?"
"OTU501",2.53504702512232e-05,0,0,0,0,0,0,0,0,1.53268449689631e-05,0,0,0,0,9.01774240818811e-05,0,0,1.55306030533166e-05,9.15667063455728e-05,0,0,0,2.5890637945319e-05,0,0,0,0,0,9.59343041884917e-06,0,0,0,2.0115058132518e-05,0,0,0.000186811133943583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92695857058708e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Leptotrichia trevisanii"
"OTU365",7.60514107536695e-05,0,0.000106886139539855,0,0,2.43559871075642e-05,1.67624922473473e-05,0,0,0,1.77304964539007e-05,0,0,1.28325227456466e-05,4.50887120409406e-05,1.12780258943475e-05,2.34898934733331e-05,0.000124244824426532,0,0,4.13009808982963e-05,7.4208749211532e-05,5.17812758906379e-05,0.000170937514568538,2.13019768234492e-05,2.99949008668526e-05,0,4.14404707637479e-05,1.91868608376983e-05,2.76464571065218e-05,2.24592925322852e-05,3.96259312093834e-05,0,1.5938795027096e-05,0,0,0,2.01059584007721e-05,0,0,0,4.7673531655225e-05,0,0,0,0,0.000250400641025641,0,0,0,0,0,0.000206398348813209,0,3.92695857058708e-05,0,0,0,0,0,0,4.3330372424551e-05,1.82195824071712e-05,0,0,0,0,7.11490572749911e-05,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Leptotrichia hongkongensis"
"OTU227",0.000152102821507339,0,0.000133607674424819,6.6577896138482e-05,0,3.24746494767522e-05,3.35249844946947e-05,5.63316809373592e-05,0.000293169158604515,1.53268449689631e-05,1.77304964539007e-05,0,5.52761041401802e-05,0.0011035969561256,0.000157810492143292,1.12780258943475e-05,9.39595738933324e-05,0.000403795679386231,0,0.000188005264147396,2.06504904491482e-05,3.7104374605766e-05,0.000233015741507871,0.00152289785706516,0.000127811860940695,0.000119979603467411,2.4548311076198e-05,0.000186482118436865,7.67474433507934e-05,0,8.98371701291409e-05,0,0,1.5938795027096e-05,0,0,7.41537206629343e-05,4.02119168015441e-05,4.06173842404549e-05,0,0,0.000143020594965675,0,0,0,3.3206043499917e-05,0.000500801282051282,0,0,0,0,0,6.87994496044032e-05,0,0,0,2.23954134193317e-05,0,0,0,0,0,3.64391648143425e-05,0,0,0,5.63316809373592e-05,0.00064034151547492,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Leptotrichia shahii"
"OTU187",0.000101401881004893,0,0.000454266093044384,0.000199733688415446,0,0.000202966559229701,0,3.75544539582394e-05,0.00122851837891416,6.13073798758525e-05,7.09219858156028e-05,0.000180510845693312,8.29141562102703e-05,0.000500468387080216,0.00110467344500304,2.25560517886949e-05,0.000176174201049998,0.00110267281678548,9.15667063455728e-05,0.000564015792442188,0.000144553433144037,0.000222626247634596,0.000155343827671914,0.000388494351292132,2.13019768234492e-05,0.000329943909535379,7.36449332285939e-05,0.000352244001491857,1.91868608376983e-05,0.000276464571065218,0.000224592925322852,0.000752892692978285,0,1.5938795027096e-05,0,0,5.56152904972007e-05,0.00010052979200386,0,0,0,0.000143020594965675,0.00046237018068004,0,0,0,0.000100160256410256,0,0,0,0,0,0,0,0.000628313371293933,0.000300024707917123,2.23954134193317e-05,0,0,0,1.75466301696759e-05,8.6660744849102e-05,0.00014575665925737,0.000323680462647275,0,0,0.000112663361874718,7.11490572749911e-05,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","?"
"OTU51",0.00626156615205212,4.57282219343038e-05,0.0043556101862491,0.00290723479804705,1.64554879052164e-05,3.24746494767522e-05,0,0.000131440588853838,9.77230528681716e-05,0.00487393670013028,0.000354609929078014,0.000631787959926592,0.000221104416560721,0.000102660181965173,0.0010595847329621,7.89461812604322e-05,0.000927850792196657,0.0048766093587414,0.0788389341635381,0.000125336842764931,0.000247805885389778,0.00474935994953805,0,0.000404034125343818,0.0013420245398773,0.00107981643120669,0.00257757266300079,0.0119762960507231,0.000556418964293252,0.000110585828426087,0.00208871420550253,0.00915359010936757,0.00104598302289094,0.000255020720433535,0,0.002241733607323,0.000111230580994401,0.0114503433092397,0.00410235580828595,0,1.86167737131155e-05,0.00300343249427918,0.00839379712619149,0,0,6.6412086999834e-05,5.00801282051282e-05,0,0,0,0,0,0,0,0.000706852542705674,0.000123539585612933,0.000179163307354654,0,2.09184890157014e-05,0,0,2.16651862122755e-05,0.00209525197682469,0.000215786975098183,0,0,0,0.0143009605122732,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","?"
"OTU319",2.53504702512232e-05,1.52427406447679e-05,0.000106886139539855,4.43852640923214e-05,0,1.62373247383761e-05,0,1.87772269791197e-05,9.77230528681716e-05,1.53268449689631e-05,0,0,5.52761041401802e-05,5.13300909825863e-05,0.000450887120409406,0,1.17449467366665e-05,0.000217428442746432,9.15667063455728e-05,0.000188005264147396,2.06504904491482e-05,0.000148417498423064,2.5890637945319e-05,6.21590962067412e-05,0,2.99949008668526e-05,0,0.000124321412291244,0,0,6.73778775968557e-05,0.000277381518465684,0,0,0,0,3.70768603314671e-05,0,0,0,0,0,7.11338739507754e-05,0,0,0,0,0,0,0,0,0,0,0,3.92695857058708e-05,5.29455366912569e-05,0,0,0,0,0,2.16651862122755e-05,1.82195824071712e-05,2.15786975098183e-05,0,0,5.63316809373592e-05,7.11490572749911e-05,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Leptotrichia buccalis"
"OTU360",0.000101401881004893,0,0,0,0,0.00058454369058154,0,0,0,9.19610698137788e-05,0,0,0.000635675197612072,0,0,0.000349618802724771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04238336030883e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127537076850199,6.47360925294549e-05,0,0,0,0,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","?"
"OTU295",5.07009405024463e-05,7.62137032238396e-05,0,4.43852640923214e-05,0,0.000121779935537821,0,1.87772269791197e-05,5.58417444960981e-05,3.06536899379263e-05,0,0,0.000165828312420541,0,9.01774240818811e-05,0.000406008932196508,2.34898934733331e-05,1.55306030533166e-05,0,0,0,3.7104374605766e-05,0,0,4.26039536468984e-05,0,0,6.21607061456218e-05,0,2.76464571065218e-05,0,0,0,0,0,0.000186811133943583,1.85384301657336e-05,0.000281483417610809,0,0,0,0,0.000177834684876938,0,0,0,0,0,0,0,0,0,0,0,0.00153151384252896,0.000141188097843352,0,0,0,0,1.75466301696759e-05,6.49955586368265e-05,0.000255074153700397,0.00012947218505891,0,0,0,0,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Streptobacillus","?"
"OTU206",0.000836565518290364,0,0,0,0,0.00239500539891048,0,0,0,0,0,0,0,0,0.00137520571724869,0,9.39595738933324e-05,0,0,0,0,0,0,0,0,0,0,0.000145041647673118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82195824071712e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","?","?"
"OTU518",0.000101401881004893,0,0,6.6577896138482e-05,0,1.62373247383761e-05,0,0,0,0,0,0,0,0,2.25443560204703e-05,1.12780258943475e-05,0,1.55306030533166e-05,0,6.26684213824654e-05,0,0,0,0.000108778418361797,0,2.99949008668526e-05,0,0,0,0,0,0,0,0,0,0,0,1.0052979200386e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92695857058708e-05,1.7648512230419e-05,2.23954134193317e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Leptotrichia goodfellowii"
"OTU484",5.07009405024463e-05,0,0,0,0,4.87119742151283e-05,0,0,0,0,0,0,2.76380520700901e-05,0,0.000135266136122822,0,0,0,0,0,0,0,2.5890637945319e-05,0,0,0,0,2.07202353818739e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","?"
"OTU99",0.000380257053768347,0,0.00106886139539855,0.0247447847314692,3.29109758104328e-05,5.68306365843164e-05,0,0,0,9.19610698137788e-05,0,9.0255422846656e-05,8.29141562102703e-05,0.00260500211736625,0.00275041143449737,3.38340776830424e-05,0.00325335024605663,0.000528040503812763,0.00558556908707994,0.000376010528294792,0.000103252452245741,0.00237467997476903,0,4.66193221550559e-05,0.000639059304703477,0.000629892918203905,0.000736449332285939,0.000165761883054992,0.000163088317120436,8.29393713195654e-05,0.00051656372824256,0.00495324140117293,4.0230116265036e-05,1.5938795027096e-05,0,0.0011208668036615,7.41537206629343e-05,0.00120635750404632,0,0,0,4.7673531655225e-05,0.00103144117228624,0,0,0,0.000500801282051282,0,0,0,0,0,0,0,0.000235617514235225,0,0,0,0,0,0,2.16651862122755e-05,0.000346172065736253,0.000172629580078546,0,6.88373373717905e-05,0,0.00455353966559943,0,2.67143963882136e-05,0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","?"
"OTU246",0,0,0,4.43852640923214e-05,0,0,0,0,0,0.000153268449689631,0,0,0,0,0.00746218184277566,0,0,0,0,0,0,0,0,0,2.13019768234492e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82195824071712e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Lactobacillales","?","?","?"
"OTU685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152684307576665,0,0,0,0,0,0,0,0,0,0,4.14404707637479e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group","Clostridiales bacterium canine oral taxon 260","?","?"
"OTU561",0,0,2.67215348849638e-05,2.21926320461607e-05,0,8.11866236918805e-06,0,0,0,0,0,0,5.52761041401802e-05,0,0,0,0,0,0,0,0,0,0,0,2.13019768234492e-05,2.99949008668526e-05,0,8.28809415274958e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.86167737131155e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29455366912569e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group","Clostridiales bacterium feline oral taxon 148","?","?"
"OTU688",0,0,0,0,0,0,0,0,2.7920872248049e-05,0,0,0,0,0,0,0,1.17449467366665e-05,0,0,0,0,0,0,1.55397740516853e-05,2.13019768234492e-05,0,0,0,1.91868608376983e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55669369753877e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Howardella","?"
"OTU249",7.60514107536695e-05,3.04854812895359e-05,2.67215348849638e-05,6.6577896138482e-05,0,4.05933118459403e-05,1.67624922473473e-05,0,0.000321090030852564,0.000107287914782742,0.000620567375886525,3.00851409488853e-05,0.000276380520700901,6.41626137282328e-05,0.000293076628266114,1.12780258943475e-05,0.000904360898723324,0.00133563186258522,9.15667063455728e-05,0.000125336842764931,2.06504904491482e-05,0.00074208749211532,7.76719138359569e-05,0.00026417615887865,2.13019768234492e-05,0.000149974504334263,2.4548311076198e-05,4.14404707637479e-05,2.87802912565475e-05,0,2.24592925322852e-05,0.000277381518465684,0,0,0,0,1.85384301657336e-05,5.02648960019302e-05,0,0,0,0,0.000106700810926163,0,0,0,0,0,0,0,0,0,0,0,0.00051050461417632,0.000141188097843352,0,0,0,0,0,0.000129991117273653,0.000163976241664541,4.31573950196366e-05,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Catonella","?"
"OTU492",0,0,5.34430697699276e-05,0,0,8.11866236918805e-06,0,0,0,0,0,0,2.76380520700901e-05,0,2.25443560204703e-05,0,0,1.55306030533166e-05,0,0,0,0,2.5890637945319e-05,0,0,0,0,2.07202353818739e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55669369753877e-05,0,0,0,0,0,0,0,0,0,0,0,3.92695857058708e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Catonella","Catonella sp. oral clone FL037"
"OTU283",0,1.52427406447679e-05,5.34430697699276e-05,0,0,0,0,1.87772269791197e-05,5.58417444960981e-05,0,0,0,2.76380520700901e-05,1.28325227456466e-05,4.50887120409406e-05,0,0.000328858508626663,3.10612061066331e-05,0.000457833531727864,0.000188005264147396,2.06504904491482e-05,0.00018552187302883,0.000129453189726595,1.55397740516853e-05,0,0.000149974504334263,0,0,0.00093056275062837,0,8.98371701291409e-05,3.96259312093834e-05,0,0,0,0.000186811133943583,0,3.01589376011581e-05,0,0,0,0,0,0,0,0.000232442304499419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115657076767385,5.26398905090277e-05,2.16651862122755e-05,0.00014575665925737,2.15786975098183e-05,0,0,0,0,0,5.34287927764272e-05,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Shuttleworthia","Shuttleworthia satelles"
"OTU622",2.53504702512232e-05,1.52427406447679e-05,5.34430697699276e-05,0,0,3.24746494767522e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010360117690937,9.59343041884917e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82195824071712e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","?"
"OTU243",0.000304205643014678,0,2.67215348849638e-05,8.87705281846427e-05,0,0,0,0,0,0.000597746953789562,1.77304964539007e-05,0,0,0,0,1.12780258943475e-05,0.000916105845459991,0.000201897839693115,0,0,0,0.000111313123817298,0.000466031483015741,0.000186477288620223,2.13019768234492e-05,0.000149974504334263,7.36449332285939e-05,0,0.000172681747539285,0,0.000179674340258282,0,0,0,0,0,0,0.00010052979200386,0,0,0,0,0.000320102432778489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014575665925737,2.15786975098183e-05,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio","Eubacterium sp."
"OTU125",0.00101401881004893,1.52427406447679e-05,0.00109558293028352,0.000244118952507767,9.87329274312983e-05,0.000105542610799445,0,0.000112663361874718,1.39604361240245e-05,0.00119549390757912,0.00957446808510638,0.000150425704744427,0.000884417666242883,0.000230985409421638,0.00191627026173997,5.63901294717373e-05,0.00293623668416664,0.00104055040457221,0,0.000125336842764931,0,0.00445252495269192,0.00181234465617233,0.00216002859318426,2.13019768234492e-05,0.0022796124658808,0.000785545954438335,4.14404707637479e-05,0.000441297799267062,0.000138232285532609,0.00276249298147108,0.00178316690442225,0,6.37551801083838e-05,0,0.000373622267887166,3.70768603314671e-05,0.000371960230414283,0.00016246953696182,0,0,0,0.000569070991606203,0,0,9.9618130499751e-05,0,0,0,0,0,0,0,0,0.000314156685646966,0,0,0,0,0,3.50932603393518e-05,0.000259982234547306,0.00118427285646613,0.000453152647706184,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Stomatobaculum","Eubacterium sp."
