Genus	P01-A01-HLM069	P01-A02-HLM002	P01-A03-HLM038	P01-A04-HLM091	P01-A05-HLM061	P01-A06-HLM094	P01-A07-HLM102	P01-A08-HLM056	P01-A09-HLM053	P01-A10-HLM019	P01-A11-HLM137	P01-A12-HLM131	P01-B01-HLM062	P01-B02-HLM064	P01-B03-HLM037	P01-B04-HLM089	P01-B05-HLM107	P01-B06-HLM097	P01-B07-HLM098	P01-B08-HLM106	P01-B09-HLM054	P01-B10-HLM020	P01-B11-HLM136	P01-B12-HLM122	P01-C01-HLM080	P01-C02-HLM044	P01-C03-HLM045	P01-C04-HLM074	P01-C05-HLM114	P01-C06-HLM084	P01-C07-HLM104	P01-C08-HLM096	P01-C09-HLM035	P01-C10-HLM021	P01-C11-HLM117	P01-C12-HLM128	P01-D01-HLM079	P01-D02-HLM043	P01-D03-HLM025	P01-D04-HLM073	P01-D05-HLM090	P01-D06-HLM093	P01-D07-HLM105	P01-D08-HLM086	P01-D09-HLM055	P01-D10-HLM022	P01-D11-HLM101	P01-D12-HLM135	P01-E01-HLM065	P01-E02-HLM042	P01-E03-HLM049	P01-E05-HLM095	P01-E06-HLM100	P01-E07-HLM103	P01-E08-HLM112	P01-E09-HLM057	P01-E10-HLM023	P01-E11-HLM120	P01-E12-HLM138	P01-F01-HLM066	P01-F02-HLM041	P01-F03-HLM048	P01-F05-HLM092	P01-F06-HLM081	P01-F07-HLM087	P01-F08-HLM050	P01-F09-HLM058	P01-F10-HLM024	P01-F11-HLM116	P01-F12-HLM140	P01-G01-HLM068	P01-G03-HLM067	P01-G04-HLM109	P01-G05-HLM083	P01-G06-HLM075	P01-G07-HLM072	P01-G08-HLM051	P01-G09-HLM059	P01-G10-HLM018	P01-G11-HLM123	P01-G12-HLM178	P01-H01-HLM063	P01-H02-HLM039	P01-H03-HLM070	P01-H04-HLM110	P01-H05-HLM082	P01-H06-HLM078	P01-H07-HLM099	P01-H08-HLM052	P01-H09-HLM029	P01-H10-HLM017	P01-H11-HLM124	P01-H12-HLM148	P02-A01-HLM146	P02-A02-HLM016	P02-A03-HLM171	P02-A04-HLM004	P02-A05-HLM167	P02-A06-HLM172	P02-A07-HLM154	P02-A08-HLM085	P02-A09-HLM134	P02-A10-HLM405	P02-A11-HLM413	P02-A12-HLM421	P02-B01-HLM145	P02-B02-HLM177	P02-B03-HLM032	P02-B04-HLM001	P02-B05-HLM165	P02-B06-HLM013	P02-B07-HLM155	P02-B08-HLM003	P02-B09-HLM130	P02-B10-HLM406	P02-B11-HLM414	P02-B12-HLM422	P02-C01-HLM143	P02-C02-HLM182	P02-C03-HLM033	P02-C04-HLM006	P02-C05-HLM129	P02-C06-HLM010	P02-C07-HLM157	P02-C08-HLM111	P02-C09-HLM127	P02-C10-HLM407	P02-C11-HLM415	P02-C12-HLM423	P02-D01-HLM115	P02-D02-HLM186	P02-D03-HLM030	P02-D04-HLM173	P02-D05-HLM166	P02-D06-HLM189	P02-D07-HLM158	P02-D08-HLM005	P02-D09-HLM400	P02-D10-HLM408	P02-D11-HLM416	P02-D12-HLM424	P02-E01-HLM144	P02-E02-HLM184	P02-E03-HLM014	P02-E04-HLM174	P02-E05-HLM149	P02-E06-HLM190	P02-E07-HLM159	P02-E08-HLM132	P02-E09-HLM401	P02-E10-HLM409	P02-E11-HLM417	P02-E12-HLM425	P02-F01-HLM179	P02-F02-HLM187	P02-F03-HLM027	P02-F04-HLM175	P02-F05-HLM163	P02-F06-HLM126	P02-F07-HLM161	P02-F08-HLM007	P02-F09-HLM402	P02-F10-HLM410	P02-F11-HLM418	P02-F12-HLM426	P02-G01-HLM142	P02-G02-HLM188	P02-G03-HLM036	P02-G04-HLM147	P02-G05-HLM164	P02-G06-HLM141	P02-G07-HLM118	P02-G08-HLM008	P02-G09-HLM403	P02-G10-HLM411	P02-G11-HLM419	P02-G12-HLM427	P02-H01-HLM180	P02-H02-HLM176	P02-H03-HLM031	P02-H04-HLM162	P02-H05-HLM009	P02-H06-HLM152	P02-H07-HLM119	P02-H08-HLM011	P02-H09-HLM404	P02-H10-HLM412	P02-H11-HLM420	P02-H12-HLM428	P03-A01-HLM429	P03-B01-HLM430	P03-C01-HLM431	P03-D01-NEC
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;?	0	1	2	0	7	4	128	2	2	13	3	0	0	25	0	1	5	9	3	0	1	30	37	1	0	0	10	2	1	1	8	1	7	8	5	5	1	4	2	6	0	1	3	6	37	81	5	2	10	8	1	0	12	32	1	0	2	0	55	0	136	8	2	0	0	18	3	0	12	14	11	5	74	27	1	54	4	4	47	1	8	0	42	4	3	0	140	2	7	8	4	0	4	1	6	0	0	3	6	1	20	2	0	0	0	0	3	8	21	9	1	13	2	4	0	0	0	5	3	4	9	7	0	15	3	4	0	57	0	11	378	0	1	3	8	0	10	0	0	0	0	2	4	4	10	19	3	2	5	0	0	0	0	0	54	0	0	3	8	27	15	0	0	13	8	1	19	1	0	4	7	4	7	0	0	1	0	0	17	1	18	31	4	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Alysiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	6	0	0	0	0	5	2	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Eikenella	4	0	0	0	1	0	14	0	0	0	2	0	0	0	0	1	0	0	0	0	1	3	4	0	0	0	2	0	0	0	0	0	1	4	1	0	0	0	2	0	0	0	0	0	2	3	1	0	2	6	0	0	2	2	0	0	0	1	3	0	1	3	0	0	0	1	0	0	0	9	1	1	27	0	0	0	0	2	1	0	0	0	3	0	1	0	14	0	0	3	0	1	0	0	2	0	0	0	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	4	0	2	0	1	0	0	0	0	0	0	0	1	1	0	11	2	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	3	0	0	2	2	1	3	0	0	0	1	1	1	0	3	2	4	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Kingella	0	1	0	0	9	0	1	0	0	1	0	0	0	1	0	0	0	4	0	0	1	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	1	3	0	3	9	0	2	0	2	0	0	1	4	0	0	0	0	2	0	18	0	2	2	0	0	0	0	0	16	0	1	3	0	2	1	2	7	0	0	2	1	7	0	0	1	3	3	0	0	0	3	9	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	10	2	0	3	1	2	0	0	0	0	9	0	0	0	0	11	1	6	0	0	0	0	5	0	1	0	1	0	3	0	0	0	0	1	1	1	3	9	1	0	2	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	11	1	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria	88	274	692	42	1868	1063	25833	163	53	3988	767	16	2	2198	29	236	1265	1889	185	38	239	21318	2140	2119	6	50	4514	548	542	139	2351	192	4755	4350	2490	1050	100	287	1881	524	13	65	2190	4086	2306	6437	5851	4655	4700	8197	96	212	1571	6504	262	34	5	2	3880	12	3970	2880	12	500	72	8559	313	446	316	5245	881	343	9923	11509	672	11306	223	3136	8308	107	2832	290	7373	597	179	234	7049	15	6134	3057	342	104	224	680	2450	1	4	94	2656	222	5058	169	92	0	4	15	14947	583	13323	1822	204	506	1547	1852	1	0	0	860	2055	4130	741	1473	92	3186	815	326	0	3533	0	3695	5521	10727	578	306	1164	432	1428	0	3	5	4	23	1324	6035	8347	14459	209	1407	608	0	0	0	11	9	1751	83	34	323	3459	3871	4747	0	0	861	905	689	14475	11193	133	962	4632	1063	7190	0	0	4	252	82	3957	341	4675	3346	2886	410	661	0	0	1	2	2	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Methyloversatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1251	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	122	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	18	2	1	0	0	0	0	0	0	0	0	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Propionivibrio	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium	0	2	2	0	0	1	4	0	0	2	1	0	0	10	0	1	0	1	0	0	0	8	4	0	0	0	1	0	0	0	1	0	1	1	1	0	2	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	3	2	0	0	0	0	0	14	0	0	1	5	1	0	2	0	0	4	0	0	0	5	8	0	0	19	0	0	1	0	0	1	0	3	0	0	0	1	0	2	0	0	0	0	0	2	0	2	1	1	0	2	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	3	17	0	2	1	0	0	1	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	15	2	0	0	0	0	0	0	0	1	2	2	1	0	1	4	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	210	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	48	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	1	0	0	6636	0	2	1	0	2	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	21637	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	1	0	1	0	0	0	0	696	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	27	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	125	1	0	0	0	1	1	1	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Actinobacillus	0	9	0	0	0	0	34	0	0	32	5	6	0	2	80	5	12	2	0	1	1	815	13	94	0	1	13	1	0	18	38	4	57	11	0	71	6	1	42	8	1	0	26	1	0	758	105	16	10	3	0	0	0	2	0	670	0	0	0	0	0	0	0	0	0	123	0	28	32	0	1	0	1853	8	0	2	0	0	86	3	14	14	1	1	0	3	0	0	39	1014	4	195	0	53	12	0	0	4	64	0	10	2	0	0	0	0	0	469	160	6	14	3	39	2	0	0	0	2	74	32	1	8	6	627	7	0	0	14	0	1	3	127	5	53	3	5	0	0	0	0	0	0	171	125	2	0	17	7	2	0	0	0	0	9	76	0	0	2	200	202	1	0	0	125	21	1	133	2	0	0	291	0	237	0	0	0	5	2	133	0	12	13	52	0	10	0	0	0	0	0	2	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Aggregatibacter	4	31	5	1	1	8	874	3	5	151	63	0	2	438	14	3	65	275	13	0	13	615	370	106	0	0	45	3	2	61	153	12	82	80	189	38	76	8	55	68	2	7	124	53	92	208	130	61	73	153	3	12	42	1419	11	45	2	0	48	0	12	32	8	28	11	587	424	4	494	31	262	6	2448	80	42	82	14	101	110	0	62	24	99	27	5	10	459	1	39	204	62	50	16	491	4	0	0	5	61	0	164	39	0	0	0	2	25	148	28	223	19	95	45	269	0	0	0	8	174	8	83	44	15	1338	33	19	0	212	0	20	1350	44	52	11	122	81	144	0	0	0	0	2	362	72	419	201	5	34	59	0	0	0	0	2	172	7	0	10	149	167	193	0	0	138	149	98	110	116	7	100	255	13	180	0	0	0	34	0	74	6	329	194	141	5	29	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus	96	884	217	53	788	505	3503	112	42	2450	581	22	1	3578	196	113	439	2145	698	163	39	7136	1257	6974	66	33	814	74	45	250	1728	223	631	693	703	345	152	123	1141	709	17	461	1426	1244	2677	2971	6872	1394	1590	1072	131	392	735	5229	118	1453	29	0	354	7	2218	365	87	182	606	1675	872	8168	2019	1752	453	38	7372	458	405	1219	150	8555	793	39	1891	609	2298	316	117	105	2869	1	1506	3278	1052	866	55	4024	759	0	3	191	802	35	2528	734	7	1	0	22	1229	1641	2959	615	138	148	3402	2528	2	1	0	391	16745	363	450	748	164	5531	657	81	2	446	1	95	7197	681	404	284	696	38234	5718	0	0	0	2	8	2505	3366	563	1785	64	259	510	0	0	0	0	408	1108	52	89	175	1486	6081	2495	0	0	665	564	523	9674	1684	343	267	2752	630	2807	0	0	3	120	12	768	118	965	1798	1084	216	578	0	0	0	1	0	7	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	17	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	1	1	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	7	1	0	2	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Faucicola	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	34	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	28	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	2	0	0	0	0	4	3	19	0	1	0	0	2	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella	0	1	0	0	0	0	912	0	0	0	1	0	0	0	0	0	0	0	0	0	0	335	43	9	0	0	72	0	0	0	66	0	0	0	0	0	0	0	1	4	0	0	0	3	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	26	0	0	0	1	0	0	4	0	19	0	748	0	0	29	0	0	0	0	0	0	0	19	2	0	0	0	0	14	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	3	0	17	3	0	5	0	0	4	0	0	18	0	18	10	561	36600	4	0	0	0	0	0	0	173	6	0	0	0	0	0	0	0	0	0	122	0	28	3	11	5	34	0	0	316	184	42	0	0	0	3	5	1	0	0	0	0	27	0	0	1	74	1	0	0	1	0	0	0	0	0	3	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	9	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	148	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	1	2	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	482	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	0	0	29754	0	985	3	8	4	115	1	70	25651	591	0	0	0	4	1	2	0	13	0	1	0	0	0	3	0	6779	0	1604	2341	221	0	391	2	47316	340	0	3	22089	1	5	22	4	0	1	0	0	4	0	0	6	1	2601	3	0	0	80	92	0	0	7	0	528	5	12	0	21	0	23	31	6	0	2	6	10953	0	0	32871	488	0	40	1295	2	0	85	38	2	0	0	775	68107	1134	0	18671	18832	2423	0	26457	0	0	0	1	0	0	0	0	0	106	0	0	311	0	0	0	0	406	1	1	25177	3239	12911	0	0	1	0	0	0	19582	1	99	0	18763	0	4444	0	0	1	0	2	9087	0	0	0	0	0	28415	0	0	0	0	0	6080	0	1064	12874	8846	1321	424	102	1	0	0	0	31160	0	0	24815	46822	72	88	17	3	0	0	0	34944	653	0	104	0	146	0	2	0	1	0	0	0	0	0	0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;?;?	0	0	0	0	0	0	3	0	0	0	0	0	0	1	3	1	1	16	0	0	0	5	7	0	0	0	0	8	0	0	1	1	0	3	0	0	6	1	7	0	0	0	0	0	4	3	0	0	1	0	0	0	3	0	0	0	15	0	2	0	0	3	19	0	6	3	0	0	0	0	7	3	8	0	1	5	0	0	0	0	4	0	3	18	1	0	1	5	0	26	0	11	1	0	5	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	2	8	0	10	0	0	0	0	0	5	0	6	0	0	6	2	0	0	0	0	1	2	1	3	8	2	0	0	0	0	0	0	0	0	3	0	4	3	7	0	0	0	0	0	55	4	0	0	0	0	0	0	0	3	2	1	0	0	12	19	1	2	1	0	0	0	1	0	1	2	10	45	1	3	0	0	0	0	0	0	0	0	0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema	0	5	16	0	0	0	41	0	19	1	4	0	10	33	14	3	6	42	0	0	0	71	33	2	19	1	2	37	0	3	2	16	0	18	1	2	45	9	57	0	3	3	0	11	63	2	0	2	3	2	0	0	24	3	6	2	115	51	6	0	1	3	340	1	254	23	1	0	12	18	15	28	80	0	0	46	3	0	0	0	4	6	49	124	8	0	19	25	0	457	0	196	9	3	13	0	1	0	31	13	4	1	0	0	0	0	2	5	0	7	10	143	2	93	0	0	0	1	9	15	6	22	6	11	36	59	0	1	0	3	18	47	2	12	52	9	4	0	1	0	0	0	0	5	27	0	15	17	23	0	0	0	0	0	290	63	5	10	1	1	2	0	0	19	21	57	14	1	215	68	2	3	2	0	0	0	4	0	5	8	61	537	26	9	0	0	3	0	0	0	0	0	0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Fretibacterium	0	1	1	0	0	0	4	0	4	0	0	0	2	0	0	4	1	1	0	0	0	8	2	0	12	0	0	65	0	0	0	0	1	0	0	0	2	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0	1	0	46	3	0	0	0	0	11	3	5	0	0	0	0	1	14	0	0	0	0	1	0	0	0	0	0	1	0	23	0	0	4	13	0	9	0	2	27	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	8	2	5	0	5	0	0	0	0	0	0	0	46	2	2	1	2	0	2	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	17	0	5	2	4	0	0	0	0	0	57	18	3	5	1	0	0	0	0	14	14	6	2	0	33	27	0	0	2	0	0	0	1	6	4	1	4	27	3	0	0	0	0	0	0	0	0	0	0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Pyramidobacter	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
